"roster_id","original_object_name","original_mesh_name","proposed_clean_asset_name","category","dimensions_m","vertex_count","triangle_count","materials","duplicate_status","reusable_status","recommended_action","approval_status","exported_filename","notes","bbox_min_m","bbox_max_m","bbox_center_m","mesh_users","source_transform_location","source_transform_rotation_euler","source_transform_scale"
"AP-0111","prop_pitwall008_garages_MELBOURNE_0","prop_pitwall008_garages_MELBOURNE_0","PitWall_08","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_08.glb","probable-duplicate","(370.4224, -253.7663, -1.5622)","(374.6944, -250.9526, 0.7795)","(372.5584, -252.3594, -0.3914)","1","(-0.00019, 2e-05, -7e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0112","prop_pitwall009_garages_MELBOURNE_0","prop_pitwall009_garages_MELBOURNE_0","PitWall_09","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_09.glb","probable-duplicate","(365.959, -252.0938, -1.5583)","(370.231, -249.2801, 0.7834)","(368.095, -250.6869, -0.3874)","1","(0.00092, 5e-05, 0.00057)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0113","prop_pitwall010_garages_MELBOURNE_0","prop_pitwall010_garages_MELBOURNE_0","PitWall_10","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_10.glb","probable-duplicate","(361.4959, -250.4212, -1.5544)","(365.7679, -247.6075, 0.7874)","(363.6319, -249.0143, -0.3835)","1","(0.00324, -0.00015, -0.00124)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0114","prop_pitwall011_garages_MELBOURNE_0","prop_pitwall011_garages_MELBOURNE_0","PitWall_11","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_11.glb","probable-duplicate","(357.0331, -248.749, -1.5505)","(361.3051, -245.9353, 0.7913)","(359.1691, -247.3421, -0.3796)","1","(-0.002, 6e-05, 0.00087)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0115","prop_pitwall012_garages_MELBOURNE_0","prop_pitwall012_garages_MELBOURNE_0","PitWall_12","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_12.glb","probable-duplicate","(352.5701, -247.0765, -1.5466)","(356.8421, -244.2628, 0.7952)","(354.7061, -245.6696, -0.3757)","1","(-0.00017, 1e-05, 0.00053)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0116","prop_pitwall013_garages_MELBOURNE_0","prop_pitwall013_garages_MELBOURNE_0","PitWall_13","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_13.glb","probable-duplicate","(348.107, -245.404, -1.5427)","(352.379, -242.5903, 0.7991)","(350.243, -243.9972, -0.3718)","1","(0.00167, 0.00037, 0.00019)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0117","prop_pitwall014_garages_MELBOURNE_0","prop_pitwall014_garages_MELBOURNE_0","PitWall_14","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_14.glb","probable-duplicate","(343.6439, -243.7314, -1.5387)","(347.9159, -240.9177, 0.8031)","(345.7798, -242.3246, -0.3678)","1","(0.00326, -0.00022, -0.00064)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0118","prop_pitwall015_garages_MELBOURNE_0","prop_pitwall015_garages_MELBOURNE_0","PitWall_15","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_15.glb","probable-duplicate","(339.181, -242.0591, -1.5348)","(343.453, -239.2454, 0.807)","(341.317, -240.6523, -0.3639)","1","(-3e-05, 4e-05, -0.0)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0119","prop_pitwall016_garages_MELBOURNE_0","prop_pitwall016_garages_MELBOURNE_0","PitWall_16","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_16.glb","probable-duplicate","(334.7178, -240.3866, -1.5309)","(338.9898, -237.5729, 0.8109)","(336.8538, -238.9798, -0.36)","1","(0.00351, 0.00031, -0.00034)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0120","prop_pitwall017_garages_MELBOURNE_0","prop_pitwall017_garages_MELBOURNE_0","PitWall_17","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_17.glb","probable-duplicate","(330.2549, -238.7143, -1.527)","(334.5269, -235.9006, 0.8148)","(332.3909, -237.3075, -0.3561)","1","(-2e-05, -4e-05, 0.00078)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0121","prop_pitwall018_garages_MELBOURNE_0","prop_pitwall018_garages_MELBOURNE_0","PitWall_18","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_18.glb","probable-duplicate","(325.7919, -237.0417, -1.5944)","(330.0639, -234.228, 0.7473)","(327.9279, -235.6348, -0.4236)","1","(-0.00098, 7e-05, 0.00076)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0122","prop_pitwall019_garages_MELBOURNE_0","prop_pitwall019_garages_MELBOURNE_0","PitWall_19","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_19.glb","probable-duplicate","(321.3287, -235.3691, -1.5905)","(325.6007, -232.5554, 0.7512)","(323.4647, -233.9623, -0.4196)","1","(0.0028, 0.00018, -7e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0123","prop_pitwall020_garages_MELBOURNE_0","prop_pitwall020_garages_MELBOURNE_0","PitWall_20","barrier","(4.272, 2.8137, 2.3418)","1813","1496","['garages_MELBOURNE']","probable-duplicate","yes","keep","not_started","PitWall_20.glb","probable-duplicate","(316.8659, -233.6967, -1.5866)","(321.1379, -230.883, 0.7552)","(319.0019, -232.2899, -0.4157)","1","(-0.00171, -1e-05, -0.00139)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0124","prop_plastic_barrier005_garages_MELBOURNE_0","prop_plastic_barrier005_garages_MELBOURNE_0","Barrier_Plastic_A","barrier","(2.3906, 16.2143, 0.7987)","1901","1134","['garages_MELBOURNE']","unique","yes","keep","not_started","Barrier_Plastic_A.glb","","(167.5721, -127.6073, -1.1638)","(169.9627, -111.393, -0.3651)","(168.7674, -119.5001, -0.7645)","1","(-0.00036, -0.0001, -0.00077)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0125","prop_tech_tent001_garages_MELBOURNE_0","prop_tech_tent001_garages_MELBOURNE_0","Pit_TechTent_A","pit","(6.5893, 6.1728, 4.4951)","439","392","['garages_MELBOURNE']","unique","review","review","not_started","","","(286.1365, -196.4038, -1.9061)","(292.7258, -190.231, 2.589)","(289.4312, -193.3174, 0.3415)","1","(0.00046, -9e-05, 0.00089)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0126","prop_tech_tent002_garages_MELBOURNE_0","prop_tech_tent002_garages_MELBOURNE_0","Pit_TechTent_02","pit","(6.5882, 6.1717, 4.4942)","439","392","['garages_MELBOURNE']","probable-duplicate","review","review","not_started","","probable-duplicate","(280.2683, -251.6718, -1.9383)","(286.8565, -245.5001, 2.5559)","(283.5624, -248.586, 0.3088)","1","(0.00239, -0.00015, -0.00117)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0127","prop_tech_tent003_garages_MELBOURNE_0","prop_tech_tent003_garages_MELBOURNE_0","Pit_TechTent_03","pit","(6.5882, 6.1717, 4.4942)","439","392","['garages_MELBOURNE']","probable-duplicate","review","review","not_started","","probable-duplicate","(272.2318, -248.6624, -1.9886)","(278.82, -242.4908, 2.5056)","(275.5259, -245.5766, 0.2585)","1","(0.00048, 0.00031, -0.00084)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0128","prop_tech_tent006_garages_MELBOURNE_0","prop_tech_tent006_garages_MELBOURNE_0","Pit_TechTent_04","pit","(39.25, 39.8122, 5.1227)","2925","2352","['garages_MELBOURNE']","unique","review","review","not_started","","","(-43.789, 21.7952, -1.2322)","(-4.539, 61.6074, 3.8905)","(-24.164, 41.7013, 1.3291)","1","(-1e-05, -2e-05, -0.00024)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0129","prop_tech_tent011_garages_MELBOURNE_0","prop_tech_tent011_garages_MELBOURNE_0","Pit_TechTent_05","pit","(37.4725, 31.9214, 4.9432)","2273","1960","['garages_MELBOURNE']","unique","review","review","not_started","","","(-87.788, -41.8571, -1.1812)","(-50.3156, -9.9357, 3.762)","(-69.0518, -25.8964, 1.2904)","1","(-0.00021, 2e-05, -6e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0130","prop_tent001_garages_MELBOURNE_0","prop_tent001_garages_MELBOURNE_0","Pit_Tent_A","pit","(6.2095, 7.9691, 3.3129)","628","608","['garages_MELBOURNE']","probable-duplicate","review","review","not_started","","probable-duplicate","(450.3326, -269.9012, -1.6156)","(456.5421, -261.9321, 1.6973)","(453.4374, -265.9166, 0.0408)","1","(-0.00124, 0.00017, -0.00034)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0131","prop_tent002_garages_MELBOURNE_0","prop_tent002_garages_MELBOURNE_0","Pit_Tent_02","pit","(6.2095, 7.9691, 3.3129)","628","608","['garages_MELBOURNE']","probable-duplicate","review","review","not_started","","probable-duplicate","(453.3931, -261.8326, -1.5965)","(459.6026, -253.8635, 1.7165)","(456.4979, -257.848, 0.06)","1","(-0.00127, 0.00015, -0.00207)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0132","prop_tyre_stack_A001_tyres_MELBOURNE_0","prop_tyre_stack_A001_tyres_MELBOURNE_0","Barrier_TyreStack_A","tyre_wall","(1.1793, 1.1742, 1.244)","624","768","['tyres_MELBOURNE']","unique","yes","keep","approved","Barrier_TyreStack_A.glb","Approved canonical GLB. Geometry/origin/transforms approved. Source material intentionally replaced with generated TyrePaint_Red/TyrePaint_OffWhite vertical order Red/OffWhite/Red/OffWhite; no source texture dependency.","(466.7267, -290.4484, -1.6783)","(467.906, -289.2742, -0.4342)","(467.3163, -289.8613, -1.0563)","1","(-0.00146, 0.0002, -0.00083)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0133","prop_tyre_stack_A002_tyres_MELBOURNE_0","prop_tyre_stack_A002_tyres_MELBOURNE_0","Barrier_TyreStack_02","tyre_wall","(1.106, 1.1067, 1.2419)","624","768","['tyres_MELBOURNE']","unique","duplicate","skip","duplicate_rejected","","Rejected duplicate. Functionally indistinguishable from approved AP-0132 Barrier_TyreStack_A, so it is unnecessary for the final reusable asset library. Do not extract another tyre-stack variant unless geometry or function is meaningfully different.","(466.5649, -291.1456, -1.6791)","(467.6709, -290.0388, -0.4371)","(467.1179, -290.5922, -1.0581)","1","(0.00135, -7e-05, 0.00094)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0134","prop_tyre_stack_A003_tyres_MELBOURNE_0","prop_tyre_stack_A003_tyres_MELBOURNE_0","Barrier_TyreStack_03","tyre_wall","(1.2113, 1.2171, 1.2439)","624","768","['tyres_MELBOURNE']","unique","yes","keep","not_started","Barrier_TyreStack_03.glb","","(467.3583, -291.0085, -1.6821)","(468.5697, -289.7914, -0.4382)","(467.964, -290.4, -1.0602)","1","(0.0006, 0.00046, -0.00114)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0135","SEATS_00_MELBOURNE_0","SEATS_00_MELBOURNE_0","Building_GrandstandSeats_A","building","(28.2783, 23.4767, 13.062)","43303","23940","['MELBOURNE']","unique","review","review","not_started","","","(282.9686, -271.1889, -1.915)","(311.2469, -247.7122, 11.147)","(297.1077, -259.4506, 4.616)","1","(0.00013, 0.00018, 0.00048)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0136","SEATS_01_MELBOURNE_0","SEATS_01_MELBOURNE_0","Building_GrandstandSeats_02","building","(28.2783, 23.4767, 13.062)","43311","23940","['MELBOURNE']","unique","review","review","not_started","","","(306.2332, -279.907, -1.9355)","(334.5115, -256.4303, 11.1266)","(320.3724, -268.1686, 4.5956)","1","(-0.00019, 0.00041, -0.00031)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0137","SEATS_02_MELBOURNE_0","SEATS_02_MELBOURNE_0","Building_GrandstandSeats_03","building","(28.2783, 23.4767, 13.062)","43299","23940","['MELBOURNE']","unique","review","review","not_started","","","(329.4983, -288.6249, -1.9559)","(357.7766, -265.1482, 11.1061)","(343.6374, -276.8866, 4.5751)","1","(-0.00026, 0.00031, -0.00012)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0138","SEATS_03_MELBOURNE_0","SEATS_03_MELBOURNE_0","Building_GrandstandSeats_04","building","(28.2783, 23.4767, 13.062)","43315","23940","['MELBOURNE']","unique","review","review","not_started","","","(352.7629, -297.3429, -1.9763)","(381.0412, -273.8661, 11.0857)","(366.9021, -285.6045, 4.5547)","1","(0.00284, 0.00051, 0.00154)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0139","SEATS_04_MELBOURNE_0","SEATS_04_MELBOURNE_0","Building_GrandstandSeats_05","building","(28.0691, 23.3914, 10.101)","39401","21846","['MELBOURNE']","unique","review","review","not_started","","","(395.1351, -312.9528, -2.1571)","(423.2043, -289.5614, 7.944)","(409.1697, -301.2571, 2.8934)","1","(-0.00033, 0.00021, 7e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0140","SEATS_05_MELBOURNE_0","SEATS_05_MELBOURNE_0","Building_GrandstandSeats_06","building","(28.0691, 23.3914, 10.101)","39409","21846","['MELBOURNE']","unique","review","review","not_started","","","(417.8419, -321.4618, -2.177)","(445.911, -298.0704, 7.924)","(431.8765, -309.7661, 2.8735)","1","(0.0008, 1e-05, -0.00214)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0141","SEATS_06_MELBOURNE_0","SEATS_06_MELBOURNE_0","Building_GrandstandSeats_07","building","(28.0691, 23.3914, 10.101)","39422","21846","['MELBOURNE']","unique","review","review","not_started","","","(440.9766, -330.131, -2.1973)","(469.0457, -306.7396, 7.9037)","(455.0112, -318.4353, 2.8532)","1","(-0.0005, -4e-05, -0.00145)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0142","SEATS_07_MELBOURNE_0","SEATS_07_MELBOURNE_0","Building_GrandstandSeats_08","building","(26.8718, 20.787, 10.095)","39424","21846","['MELBOURNE']","unique","review","review","not_started","","","(470.3519, -330.802, -2.1989)","(497.2237, -310.015, 7.896)","(483.7878, -320.4085, 2.8485)","1","(-0.00246, 9e-05, -0.0037)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0143","SEATS_08_MELBOURNE_0","SEATS_08_MELBOURNE_0","Building_GrandstandSeats_09","building","(28.3963, 28.1141, 10.1121)","39440","21846","['MELBOURNE']","unique","review","review","not_started","","","(495.0888, -321.3455, -2.1767)","(523.4851, -293.2314, 7.9354)","(509.2869, -307.2885, 2.8793)","1","(-0.00029, -0.00035, -0.00181)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0144","SEATS_09_MELBOURNE_0","SEATS_09_MELBOURNE_0","Building_GrandstandSeats_10","building","(24.749, 28.5548, 10.1131)","39433","21846","['MELBOURNE']","unique","review","review","not_started","","","(513.2861, -298.5661, -2.1233)","(538.035, -270.0112, 7.9898)","(525.6605, -284.2886, 2.9332)","1","(-0.00205, 6e-05, 0.0015)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0145","SEATS_10_MELBOURNE_0","SEATS_10_MELBOURNE_0","Building_GrandstandSeats_11","building","(28.7815, 27.135, 10.1099)","39450","21846","['MELBOURNE']","unique","review","review","not_started","","","(531.7324, -231.6422, -1.9664)","(560.5139, -204.5072, 8.1435)","(546.1232, -218.0747, 3.0886)","1","(0.00277, -0.00046, -0.00176)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0146","SEATS_11_MELBOURNE_0","SEATS_11_MELBOURNE_0","Building_GrandstandSeats_12","building","(22.2878, 22.3224, 10.0986)","26328","14564","['MELBOURNE']","unique","review","review","not_started","","","(551.4711, -241.4583, -1.9894)","(573.7589, -219.1359, 8.1092)","(562.615, -230.2971, 3.0599)","1","(0.0043, -0.00014, -0.00165)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0147","SEATS_12_MELBOURNE_0","SEATS_12_MELBOURNE_0","Building_GrandstandSeats_13","building","(17.7801, 25.1846, 10.1052)","39432","21846","['MELBOURNE']","unique","review","review","not_started","","","(473.8741, -259.3417, -2.0313)","(491.6542, -234.1571, 8.0739)","(482.7642, -246.7494, 3.0213)","1","(0.00025, -0.00017, -2e-05)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0148","SEATS_13_MELBOURNE_0","SEATS_13_MELBOURNE_0","Building_GrandstandSeats_14","building","(17.7801, 25.1846, 10.1052)","39421","21846","['MELBOURNE']","unique","review","review","not_started","","","(471.9595, -234.7819, -1.9738)","(489.7396, -209.5973, 8.1315)","(480.8495, -222.1896, 3.0789)","1","(8e-05, -0.00036, 0.00101)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0149","SEATS_14_MELBOURNE_0","SEATS_14_MELBOURNE_0","Building_GrandstandSeats_15","building","(28.8149, 26.7774, 10.109)","39478","21846","['MELBOURNE']","unique","review","review","not_started","","","(203.7271, 242.207, -0.3729)","(232.542, 268.9844, 9.7362)","(218.1346, 255.5957, 4.6816)","1","(0.0016, 0.00022, -0.00132)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0150","SEATS_15_MELBOURNE_0","SEATS_15_MELBOURNE_0","Building_GrandstandSeats_16","building","(27.8242, 22.7886, 10.0997)","39478","21846","['MELBOURNE']","unique","review","review","not_started","","","(178.4933, 256.8562, -0.3385)","(206.3175, 279.6448, 9.7611)","(192.4054, 268.2505, 4.7113)","1","(0.00139, 0.00025, 0.00141)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0151","SEATS_16_MELBOURNE_0","SEATS_16_MELBOURNE_0","Building_GrandstandSeats_17","building","(40.9048, 34.1781, 11.6112)","17138","8660","['MELBOURNE']","unique","review","review","not_started","","","(35.165, 157.9086, -3.2336)","(76.0698, 192.0867, 8.3776)","(55.6174, 174.9977, 2.572)","1","(-0.00032, 7e-05, 0.00031)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0152","SEATS_17_MELBOURNE_0","SEATS_17_MELBOURNE_0","Building_GrandstandSeats_18","building","(25.7186, 28.7684, 10.1137)","39478","21846","['MELBOURNE']","unique","review","review","not_started","","","(-56.1235, 134.6599, -0.2934)","(-30.4049, 163.4283, 9.8203)","(-43.2642, 149.0441, 4.7634)","1","(-0.00053, 2e-05, -0.00094)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0153","SEATS_18_MELBOURNE_0","SEATS_18_MELBOURNE_0","Building_GrandstandSeats_19","building","(27.6889, 22.4767, 10.0989)","39478","21846","['MELBOURNE']","unique","review","review","not_started","","","(121.4216, -106.2917, -1.0222)","(149.1105, -83.815, 9.0767)","(135.2661, -95.0534, 4.0272)","1","(0.0001, -8e-05, -0.00097)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0154","SEATS_19_MELBOURNE_0","SEATS_19_MELBOURNE_0","Building_GrandstandSeats_20","building","(26.5462, 28.8419, 10.1139)","39478","21846","['MELBOURNE']","unique","review","review","not_started","","","(183.01, -166.2878, -2.4436)","(209.5562, -137.4459, 7.6703)","(196.2831, -151.8669, 2.6134)","1","(-0.00025, -0.00041, -0.00093)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0155","SEATS_20_MELBOURNE_0","SEATS_20_MELBOURNE_0","Building_GrandstandSeats_21","building","(22.3632, 22.5117, 10.099)","26340","14564","['MELBOURNE']","unique","review","review","not_started","","","(196.6319, -180.5718, -2.4771)","(218.9951, -158.0601, 7.622)","(207.8135, -169.3159, 2.5724)","1","(-0.00014, 5e-05, 0.0006)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0156","SEATS_21_MELBOURNE_0","SEATS_21_MELBOURNE_0","Building_GrandstandSeats_22","building","(23.4463, 28.3087, 13.0734)","43313","23940","['MELBOURNE']","unique","review","review","not_started","","","(117.5405, -161.9076, -1.9306)","(140.9867, -133.5989, 11.1428)","(129.2636, -147.7533, 4.6061)","1","(-0.0001, 0.00025, -0.00052)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0157","startlights003_garages_MELBOURNE_0","startlights003_garages_MELBOURNE_0","Light_StartRig_02","pit","(1.5933, 2.579, 1.4828)","890","646","['garages_MELBOURNE']","unique","review","review","not_started","","","(274.4968, -227.5455, 3.5318)","(276.0901, -224.9665, 5.0147)","(275.2935, -226.256, 4.2733)","1","(-5e-05, 0.00224, -0.00018)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
"AP-0158","startlights_leds_a003_startlights_MELBOURNE_0","startlights_leds_a003_startlights_MELBOURNE_0","Light_Start_LED_A","light","(0.2262, 0.5416, 0.5312)","3040","1520","['startlights_MELBOURNE']","probable-duplicate","yes","keep","not_started","Light_Start_LED_A.glb","probable-duplicate","(275.4683, -225.8051, 3.7129)","(275.6945, -225.2635, 4.2441)","(275.5814, -225.5343, 3.9785)","1","(0.00018, 0.00166, 0.00051)","(0.0, 0.0, 0.0)","(1.0, 1.0, 1.0)"
